incident_id,timestamp,attack_type,target_system,severity,confidence_score,affected_users,country,remediation_status,target_label
2014,2025-09-23 07:54:00,Adversarial Example,Fraud Detection,2,0.62,3316,Russia,Open,malicious
2015,2025-09-13 00:54:00,Adversarial Example,Fraud Detection,4,0.56,1359,Brazil,Open,malicious
2016,2025-09-02 14:56:00,Adversarial Example,Image Classifier,3,0.66,3774,USA,Closed,malicious
2017,2025-09-27 11:41:00,Model Evasion,Image Classifier,3,0.61,4927,USA,Open,malicious
2018,2025-09-02 13:23:00,Data Poisoning,Recommendation Engine,3,0.96,4277,China,Closed,malicious
2019,2025-09-14 05:09:00,Data Poisoning,Chatbot,3,0.93,4429,USA,Closed,malicious
2020,2025-09-23 09:45:00,Model Evasion,Chatbot,1,0.75,4606,USA,Closed,malicious
2021,2025-09-26 23:00:00,Data Poisoning,Recommendation Engine,5,0.53,4478,USA,,malicious
2022,2025-09-17 11:10:00,Model Evasion,Fraud Detection,1,high,1896,China,In Progress,malicious
2023,2025-09-21 11:26:00,Data Poisoning,Image Classifier,4,0.81,4427,USA,Open,malicious
2024,2025-09-05 10:11:00,Prompt Injection,Image Classifier,4,0.99,899,USA,Open,malicious
2025,2025-09-05 09:59:00,Prompt Injection,Image Classifier,4,0.78,641,USA,Closed,malicious
2026,2025-09-29 05:11:00,Model Evasion,Fraud Detection,3,0.67,4729,China,,malicious
2027,2025-09-25 23:56:00,Data Poisoning,Image Classifier,1,0.76,3627,Brazil,,malicious
2028,2025-09-14 23:03:00,Adversarial Example,Image Classifier,2,0.99,195,USA,Open,malicious
2029,2025-09-10 23:42:00,Data Poisoning,Recommendation Engine,4,0.85,1893,Russia,Closed,benign
2030,2025-09-14 00:35:00,Prompt Injection,Fraud Detection,3,0.84,3275,India,Open,malicious
2031,2025-09-25 18:19:00,Prompt Injection,Chatbot,5,0.62,4050,Brazil,Closed,malicious
2032,2025-09-03 14:36:00,Data Poisoning,Recommendation Engine,2,0.87,4553,India,Closed,malicious
2033,2025-09-15 07:29:00,Data Poisoning,Recommendation Engine,2,0.88,4925,Germany,In Progress,benign
2034,2025-09-12 10:38:00,Adversarial Example,Chatbot,2,0.66,2304,Russia,Closed,malicious
2035,2025-09-25 14:42:00,Adversarial Example,Recommendation Engine,2,0.74,3600,USA,In Progress,malicious
2036,2025-09-28 13:06:00,Data Poisoning,Fraud Detection,3,0.65,3343,China,Open,malicious
2037,2025-09-08 01:07:00,Data Poisoning,Image Classifier,4,0.63,2056,Brazil,Open,malicious
2038,2025-09-24 07:21:00,Data Poisoning,Fraud Detection,4,0.51,2808,India,,malicious
2039,2025-09-25 05:24:00,Data Poisoning,Chatbot,5,0.64,1224,Brazil,In Progress,benign
2040,2025-09-05 00:19:00,Model Evasion,Chatbot,5,0.78,886,India,Open,malicious
2041,2025-09-09 12:58:00,Data Poisoning,Recommendation Engine,5,0.5,392,Russia,In Progress,malicious
2042,2025-09-10 19:53:00,Adversarial Example,Fraud Detection,1,0.64,1675,Germany,Open,malicious
2043,2025-09-08 11:49:00,Prompt Injection,Fraud Detection,4,0.94,3190,India,In Progress,malicious
2044,2025-09-10 00:39:00,Model Evasion,Chatbot,2,0.8,2446,China,In Progress,malicious
2045,2025-09-01 13:34:00,Data Poisoning,Fraud Detection,1,0.8,3905,Russia,Closed,malicious
2046,2025-09-08 07:41:00,Prompt Injection,Chatbot,4,0.7,3338,India,Open,malicious
2047,2025-09-18 07:38:00,Model Evasion,Fraud Detection,2,0.84,3591,India,,benign
2048,2025-09-02 16:43:00,Prompt Injection,Fraud Detection,1,0.59,3766,Germany,Closed,malicious
2049,2025-09-08 06:17:00,Data Poisoning,Fraud Detection,1,0.91,2527,USA,,malicious
2050,2025-09-08 05:00:00,Data Poisoning,Chatbot,1,0.56,2181,USA,In Progress,malicious
2051,2025-09-06 09:43:00,Adversarial Example,Recommendation Engine,5,0.83,3764,Russia,Closed,malicious
2052,2025-09-13 01:28:00,Data Poisoning,Fraud Detection,1,0.67,354,China,In Progress,malicious
2053,2025-09-11 15:28:00,Data Poisoning,Chatbot,2,0.87,2631,USA,Open,malicious
2054,2025-09-19 04:55:00,Model Evasion,Chatbot,3,0.77,1521,USA,Open,malicious
2055,2025-09-24 07:55:00,Adversarial Example,Fraud Detection,2,0.73,2672,India,,malicious
2056,2025-09-19 23:06:00,Model Evasion,Fraud Detection,5,0.58,3178,India,Open,benign
2057,2025-09-14 19:55:00,Prompt Injection,Recommendation Engine,1,0.82,2337,India,,malicious
2058,2025-09-28 17:15:00,Data Poisoning,Chatbot,3,0.99,628,Germany,In Progress,malicious
2059,2025-09-26 20:19:00,Prompt Injection,Chatbot,4,0.91,2679,USA,Closed,benign
2060,2025-09-11 15:43:00,Model Evasion,Image Classifier,5,0.53,4422,USA,Open,benign
2061,2025-09-27 21:27:00,Data Poisoning,Chatbot,4,0.69,1438,USA,In Progress,malicious
2062,2025-09-01 02:06:00,Data Poisoning,Recommendation Engine,5,0.96,,India,Closed,malicious
2063,2025-09-20 04:32:00,Model Evasion,Image Classifier,1,0.75,1126,USA,In Progress,malicious
2064,2025-09-29 20:43:00,Model Evasion,Image Classifier,3,0.83,,Germany,,malicious
2065,2025-09-15 06:10:00,Model Evasion,Image Classifier,2,0.96,1780,China,In Progress,malicious
2066,2025-09-28 18:04:00,Model Evasion,Fraud Detection,5,0.94,1531,China,,malicious
2067,2025-09-03 08:08:00,Model Evasion,Fraud Detection,1,0.75,1914,Russia,,malicious
2068,2025-09-03 15:17:00,Data Poisoning,Chatbot,1,0.72,1232,USA,Open,malicious
2069,2025-09-10 12:38:00,Model Evasion,Image Classifier,2,0.67,1956,India,,malicious
2070,2025-09-25 00:00:00,Data Poisoning,Recommendation Engine,1,0.86,392,USA,,malicious
2071,2025-09-08 16:13:00,Data Poisoning,Fraud Detection,2,0.64,825,USA,In Progress,malicious
2072,2025-09-16 08:36:00,Model Evasion,Recommendation Engine,5,0.62,2963,China,,malicious
2073,2025-09-26 04:04:00,Model Evasion,Recommendation Engine,3,0.68,2395,USA,,benign
2074,2025-09-26 03:05:00,Adversarial Example,Fraud Detection,4,0.59,4145,India,In Progress,malicious
2075,2025-09-02 03:25:00,Data Poisoning,Fraud Detection,4,0.85,4895,China,Closed,malicious
2076,2025-09-14 08:56:00,Model Evasion,Fraud Detection,2,0.81,1792,USA,Open,malicious
2077,2025-09-25 21:20:00,Model Evasion,Fraud Detection,1,0.74,3064,USA,In Progress,malicious
2078,2025-09-25 01:02:00,Model Evasion,Image Classifier,2,0.7,1363,Germany,,benign
2079,2025-09-26 23:50:00,Adversarial Example,Image Classifier,2,0.95,2348,India,In Progress,malicious
2080,2025-09-28 06:42:00,Adversarial Example,Image Classifier,4,0.51,3551,China,Closed,malicious
2081,2025-09-02 21:08:00,Prompt Injection,Image Classifier,3,0.88,3628,China,In Progress,malicious
2082,2025-09-09 02:54:00,Data Poisoning,Chatbot,1,0.95,3336,India,In Progress,malicious
2083,2025-09-07 14:44:00,Prompt Injection,Image Classifier,3,0.72,1565,Germany,In Progress,malicious
2084,2025-09-23 03:20:00,Model Evasion,Fraud Detection,5,0.78,3667,USA,In Progress,benign
2085,2025-09-28 05:44:00,Adversarial Example,Recommendation Engine,5,0.97,2213,Germany,,malicious
2086,2025-09-26 16:20:00,Adversarial Example,Image Classifier,5,0.61,4096,Germany,In Progress,malicious
2087,2025-09-23 12:09:00,Prompt Injection,Chatbot,4,high,1019,Germany,Closed,benign
2088,2025-09-10 04:24:00,Adversarial Example,Fraud Detection,2,0.74,1284,Germany,In Progress,malicious
2089,2025-09-29 06:58:00,Model Evasion,Recommendation Engine,4,0.63,62,Brazil,In Progress,malicious
2090,2025-09-18 11:10:00,Adversarial Example,Recommendation Engine,1,0.91,2530,USA,,malicious
2091,2025-09-24 21:13:00,Prompt Injection,Image Classifier,4,0.95,3392,Brazil,,malicious
2092,2025-09-30 22:02:00,Model Evasion,Recommendation Engine,4,0.89,3272,China,In Progress,malicious
2093,2025-09-06 12:53:00,Prompt Injection,Image Classifier,1,0.6,2269,Germany,,malicious
2094,2025-09-06 22:57:00,Adversarial Example,Image Classifier,4,0.54,4247,USA,,malicious
2095,2025-09-06 14:30:00,Prompt Injection,Fraud Detection,5,0.8,643,USA,In Progress,malicious
2096,2025-09-07 00:26:00,Prompt Injection,Fraud Detection,2,0.53,4721,India,,malicious
2097,2025-09-26 06:08:00,Data Poisoning,Chatbot,5,0.84,216,Germany,Open,malicious
2098,2025-09-05 17:03:00,Adversarial Example,Fraud Detection,1,0.77,195,USA,Open,malicious
2099,2025-09-30 02:34:00,Adversarial Example,Fraud Detection,3,0.83,3864,China,Open,malicious
2100,2025-09-04 10:51:00,Prompt Injection,Image Classifier,3,0.8,3273,USA,,malicious
2101,2025-09-10 08:50:00,Data Poisoning,Fraud Detection,3,0.71,2694,Brazil,Open,malicious
2102,2025-09-02 09:10:00,Adversarial Example,Image Classifier,5,0.6,3212,Russia,Closed,malicious
2103,2025-09-04 16:19:00,Model Evasion,Image Classifier,5,0.65,2755,USA,Open,malicious
2104,2025-09-14 20:36:00,Prompt Injection,Fraud Detection,4,0.76,1521,Russia,Closed,malicious
2105,2025-09-16 12:39:00,Adversarial Example,Chatbot,2,0.83,1080,Russia,,malicious
2106,2025-09-26 19:08:00,Model Evasion,Chatbot,5,0.89,721,USA,Open,malicious
2107,2025-09-20 22:54:00,Adversarial Example,Recommendation Engine,1,0.88,1562,Germany,Closed,malicious
2108,2025-09-04 07:17:00,Model Evasion,Recommendation Engine,5,0.99,639,China,,malicious
2109,2025-09-14 06:17:00,Prompt Injection,Fraud Detection,2,0.64,4260,Germany,Open,malicious
2110,2025-09-08 05:15:00,Adversarial Example,Chatbot,1,0.54,4310,USA,In Progress,benign
2111,2025-09-12 06:41:00,Adversarial Example,Image Classifier,4,0.67,3787,USA,Open,malicious
2112,2025-09-27 15:16:00,Data Poisoning,Recommendation Engine,2,0.87,500000,China,Open,malicious
2113,2025-09-20 05:36:00,Prompt Injection,Image Classifier,2,0.72,89,USA,Open,malicious
2114,2025-09-04 10:24:00,Model Evasion,Recommendation Engine,2,0.91,2921,India,In Progress,malicious
2115,2025-09-14 18:16:00,Adversarial Example,Fraud Detection,1,0.77,1251,USA,Closed,malicious
2116,2025-09-26 16:51:00,Adversarial Example,Chatbot,1,0.96,1102,China,Closed,malicious
2117,2025-09-18 07:17:00,Model Evasion,Recommendation Engine,1,0.97,4703,Russia,In Progress,malicious
2118,2025-09-22 15:55:00,Prompt Injection,Chatbot,3,0.53,348,China,Open,malicious
2119,2025-09-15 23:26:00,Data Poisoning,Image Classifier,1,0.73,3913,China,Open,malicious
2120,2025-09-07 21:16:00,Data Poisoning,Fraud Detection,4,0.8,4052,Brazil,Open,malicious
2121,2025-09-15 10:46:00,Adversarial Example,Chatbot,2,0.63,2941,Russia,Closed,malicious
2122,2025-09-07 22:24:00,Model Evasion,Fraud Detection,5,0.7,245,USA,Closed,malicious
2123,2025-09-02 05:19:00,Adversarial Example,Chatbot,5,0.84,271,China,In Progress,malicious
2124,2025-09-30 03:09:00,Model Evasion,Image Classifier,2,0.61,2030,Brazil,,malicious
2125,2025-09-19 15:18:00,Data Poisoning,Image Classifier,4,0.8,4498,USA,In Progress,malicious
2126,2025-09-02 17:22:00,Prompt Injection,Fraud Detection,5,0.85,3187,USA,Closed,malicious
2127,2025-09-17 23:22:00,Model Evasion,Image Classifier,99,0.55,3506,USA,Open,malicious
2128,2025-09-24 09:59:00,Data Poisoning,Recommendation Engine,3,0.75,1465,USA,Open,malicious
2129,2025-09-20 10:05:00,Adversarial Example,Chatbot,1,0.63,1195,Germany,Open,malicious
2130,2025-09-02 10:39:00,Model Evasion,Image Classifier,4,0.86,3087,India,Open,benign
2131,,Prompt Injection,Recommendation Engine,4,0.59,3008,Brazil,,malicious
2132,2025-09-20 09:52:00,Adversarial Example,Fraud Detection,4,0.95,3823,India,In Progress,malicious
2133,2025-09-15 12:28:00,Adversarial Example,Recommendation Engine,2,0.72,1614,USA,In Progress,malicious
2134,2025-09-30 11:40:00,Data Poisoning,Fraud Detection,5,0.6,1126,USA,Closed,malicious
2135,2025-09-18 06:21:00,Model Evasion,Fraud Detection,5,0.72,4379,Brazil,In Progress,malicious
2136,2025-09-06 01:51:00,Adversarial Example,Chatbot,2,0.7,516,USA,,malicious
2137,2025-09-20 11:51:00,Prompt Injection,Chatbot,1,0.71,2665,USA,,malicious
2138,2025-09-17 08:50:00,Model Evasion,Recommendation Engine,2,0.79,1301,Russia,,malicious
2139,2025-09-13 19:29:00,Prompt Injection,Chatbot,5,0.76,611,China,Open,malicious
2140,2025-09-24 06:56:00,Adversarial Example,Chatbot,4,0.57,749,USA,Closed,malicious
2141,2025-09-27 13:38:00,Prompt Injection,Chatbot,4,0.53,1856,Russia,,malicious
2142,2025-09-21 01:05:00,Data Poisoning,Recommendation Engine,3,0.86,399,Brazil,In Progress,malicious
2143,2025-09-05 14:45:00,Prompt Injection,Image Classifier,3,0.78,1526,USA,In Progress,malicious
2144,2025-09-27 09:20:00,Model Evasion,Chatbot,2,0.68,2024,Russia,In Progress,malicious
2145,2025-09-19 13:37:00,Prompt Injection,Chatbot,3,0.9,319,USA,,malicious
2146,2025-09-08 23:25:00,Prompt Injection,Recommendation Engine,4,0.69,335,China,,malicious
2147,2025-09-27 18:45:00,Data Poisoning,Image Classifier,99,0.9,2098,Russia,In Progress,malicious
2148,2025-09-18 17:22:00,Prompt Injection,Chatbot,5,0.65,173,Brazil,,malicious
2149,2025-09-09 13:42:00,Prompt Injection,Fraud Detection,5,0.54,4019,USA,In Progress,malicious
2150,2025-09-29 08:06:00,Adversarial Example,Recommendation Engine,3,0.97,1641,USA,Open,malicious
2151,2025-09-10 02:07:00,Adversarial Example,Chatbot,3,0.7,500,USA,,malicious
2152,2025-09-27 03:21:00,Model Evasion,Chatbot,4,0.9,3646,China,Open,malicious
2153,2025-09-24 18:49:00,Adversarial Example,Fraud Detection,5,0.64,2363,USA,Open,malicious
2154,2025-09-08 00:13:00,Adversarial Example,Fraud Detection,1,0.82,1856,China,,malicious
2155,2025-09-12 09:58:00,Adversarial Example,Recommendation Engine,2,0.94,3152,USA,In Progress,malicious
2156,2025-09-29 01:31:00,Adversarial Example,Recommendation Engine,1,0.52,1896,China,Closed,malicious
2157,2025-09-19 07:59:00,Data Poisoning,Fraud Detection,4,0.92,1718,USA,Open,malicious
2158,2025-09-14 18:46:00,Adversarial Example,Recommendation Engine,2,0.79,1778,India,,malicious
2159,2025-09-11 21:48:00,Data Poisoning,Fraud Detection,2,0.8,4792,USA,Open,malicious
2160,2025-09-08 15:18:00,Data Poisoning,Chatbot,1,0.76,3057,USA,In Progress,malicious
2161,2025-09-22 07:18:00,Adversarial Example,Fraud Detection,2,0.94,4827,Russia,,malicious
2162,2025-09-08 10:02:00,Prompt Injection,Fraud Detection,5,0.52,2713,Germany,Closed,malicious
2163,2025-09-06 21:59:00,Data Poisoning,Image Classifier,2,0.63,3828,USA,,malicious
2164,2025-09-22 20:40:00,Prompt Injection,Fraud Detection,4,0.94,4747,USA,Open,malicious
2165,2025-09-14 16:14:00,Prompt Injection,Fraud Detection,4,0.88,1094,Germany,,malicious
2166,2025-09-03 07:00:00,Adversarial Example,Image Classifier,5,0.51,45,USA,,malicious
2167,2025-09-05 16:02:00,Model Evasion,Recommendation Engine,1,0.76,1445,India,Open,malicious
2168,2025-09-28 18:26:00,Adversarial Example,Image Classifier,5,0.76,2196,China,Closed,benign
2169,2025-09-17 18:40:00,Model Evasion,Chatbot,3,0.7,3201,USA,In Progress,malicious
2170,2025-09-14 22:19:00,Model Evasion,Image Classifier,99,0.65,455,China,,malicious
2171,2025-09-25 21:02:00,Adversarial Example,Chatbot,5,0.84,1662,Germany,Closed,malicious
2172,2025-09-10 10:15:00,Adversarial Example,Recommendation Engine,2,0.6,2924,Russia,In Progress,malicious
2173,2025-09-06 12:50:00,Model Evasion,Image Classifier,1,0.9,965,USA,Open,malicious
2174,2025-09-25 05:51:00,Adversarial Example,Image Classifier,2,0.9,4964,China,Closed,malicious
2175,2025-09-15 23:51:00,Model Evasion,Recommendation Engine,3,0.71,1528,USA,Closed,malicious
2176,2025-09-23 02:21:00,Prompt Injection,Chatbot,1,0.64,2976,China,,malicious
2177,2025-09-07 14:23:00,Adversarial Example,Image Classifier,1,0.64,500000,Russia,Open,malicious
2178,2025-09-14 03:22:00,Prompt Injection,Chatbot,3,0.74,4869,USA,,malicious
2179,2025-09-09 10:55:00,Data Poisoning,Image Classifier,1,0.86,2521,Russia,Open,malicious
2180,2025-09-29 13:24:00,Prompt Injection,Fraud Detection,1,0.68,1126,Germany,In Progress,benign
2181,2025-09-15 20:29:00,Prompt Injection,Image Classifier,3,0.81,3404,Russia,,malicious
2182,2025-09-01 13:42:00,Model Evasion,Recommendation Engine,1,0.69,4492,India,Open,malicious
2183,2025-09-13 00:47:00,Prompt Injection,Recommendation Engine,3,0.65,2343,USA,Open,malicious
2184,2025-09-05 06:30:00,Adversarial Example,Chatbot,3,0.51,500000,USA,Closed,malicious
2185,2025-09-04 01:45:00,Model Evasion,Image Classifier,3,0.5,2577,USA,,malicious
2186,2025-09-12 03:12:00,Data Poisoning,Chatbot,5,0.61,3154,USA,,malicious
2187,2025-09-02 12:38:00,Adversarial Example,Chatbot,3,0.7,4383,China,In Progress,malicious
2188,2025-09-14 22:39:00,Data Poisoning,Fraud Detection,3,0.93,4053,China,Open,malicious
2189,2025-09-26 03:40:00,Prompt Injection,Fraud Detection,3,0.9,4801,Brazil,Closed,malicious
2190,2025-09-30 01:54:00,Adversarial Example,Recommendation Engine,5,0.63,214,China,Open,malicious
2191,2025-09-10 14:59:00,Adversarial Example,Chatbot,5,0.62,4439,India,Open,malicious
2192,2025-09-22 19:39:00,Data Poisoning,Recommendation Engine,5,0.61,4289,Russia,Open,benign
2193,2025-09-07 01:05:00,Adversarial Example,Image Classifier,4,0.67,4253,Russia,,malicious
2194,2025-09-30 18:40:00,Adversarial Example,Chatbot,1,0.75,464,USA,Open,malicious
2195,2025-09-17 03:16:00,Adversarial Example,Chatbot,2,0.72,2372,China,In Progress,malicious
2196,2025-09-16 13:39:00,Prompt Injection,Image Classifier,1,0.61,591,USA,Closed,benign
2197,2025-09-14 20:58:00,Data Poisoning,Image Classifier,5,0.57,2188,USA,Closed,malicious
2198,2025-09-27 02:49:00,Adversarial Example,Recommendation Engine,4,0.51,883,USA,Open,malicious
2199,2025-09-11 15:58:00,Model Evasion,Recommendation Engine,4,0.58,4158,India,Closed,malicious
2200,2025-09-24 17:37:00,Model Evasion,Image Classifier,2,0.85,303,China,Open,benign
2201,2025-09-21 09:38:00,Model Evasion,Recommendation Engine,5,0.62,4491,China,,benign
2202,2025-09-26 22:14:00,Model Evasion,Image Classifier,2,0.73,333,Brazil,Closed,malicious
2203,2025-09-08 21:42:00,Prompt Injection,Chatbot,1,0.8,2833,USA,,malicious
2204,2025-09-11 03:16:00,Adversarial Example,Chatbot,2,0.94,4506,China,,malicious
2205,2025-09-24 07:32:00,Data Poisoning,Fraud Detection,3,0.94,2331,India,In Progress,malicious
2206,2025-09-10 04:21:00,Adversarial Example,Chatbot,3,0.87,4561,USA,In Progress,malicious
2207,2025-09-01 21:19:00,Prompt Injection,Image Classifier,5,0.52,79,Germany,Closed,malicious
2208,2025-09-05 22:03:00,Model Evasion,Recommendation Engine,1,0.79,3763,USA,Open,malicious
2209,2025-09-13 08:11:00,Prompt Injection,Fraud Detection,3,0.89,2831,Russia,Open,malicious
2210,2025-09-21 19:35:00,Adversarial Example,Recommendation Engine,3,0.51,1977,USA,Open,malicious
2211,2025-09-14 05:43:00,Data Poisoning,Image Classifier,2,0.77,732,USA,Open,malicious
2212,2025-09-02 11:06:00,Prompt Injection,Chatbot,5,0.93,3976,China,In Progress,benign
2213,2025-09-18 01:17:00,Data Poisoning,Fraud Detection,4,0.74,1817,USA,Open,malicious
2214,2025-09-15 07:27:00,Prompt Injection,Image Classifier,4,0.5,,USA,Open,benign
2215,2025-09-27 02:39:00,Data Poisoning,Fraud Detection,5,0.51,2124,China,,benign
2216,2025-09-20 19:29:00,Data Poisoning,Fraud Detection,4,0.71,1198,USA,Open,benign
2217,2025-09-25 23:14:00,Model Evasion,Chatbot,2,0.58,2292,China,Open,malicious
2218,2025-09-20 08:16:00,Data Poisoning,Image Classifier,4,0.83,4217,China,In Progress,malicious
2219,2025-09-02 18:53:00,Model Evasion,Recommendation Engine,2,0.85,184,China,Closed,malicious
2220,2025-09-09 21:28:00,Adversarial Example,Fraud Detection,2,0.59,4127,Germany,,malicious
2221,2025-09-25 13:27:00,Adversarial Example,Fraud Detection,1,0.94,997,USA,,malicious
2222,2025-09-26 13:21:00,Model Evasion,Recommendation Engine,4,0.72,1986,USA,Closed,malicious
2223,2025-09-29 14:36:00,Model Evasion,Image Classifier,4,0.57,2809,India,,malicious
2224,2025-09-24 15:52:00,Prompt Injection,Fraud Detection,2,0.88,4664,Russia,Open,malicious
2225,2025-09-17 11:52:00,Prompt Injection,Fraud Detection,4,0.89,2357,USA,Open,malicious
2226,2025-09-13 06:45:00,Prompt Injection,Fraud Detection,5,0.82,1679,China,Closed,malicious
2227,2025-09-29 18:01:00,Adversarial Example,Image Classifier,1,0.93,4925,China,In Progress,malicious
2228,2025-09-08 21:32:00,Prompt Injection,Image Classifier,2,0.87,3039,China,In Progress,malicious
2229,2025-09-07 05:56:00,Data Poisoning,Recommendation Engine,4,0.94,4886,Germany,,malicious
2230,2025-09-12 10:18:00,Data Poisoning,Image Classifier,2,0.72,2511,USA,In Progress,malicious
2231,2025-09-23 03:29:00,Prompt Injection,Image Classifier,4,0.87,3527,Germany,In Progress,malicious
2232,2025-09-19 12:25:00,Data Poisoning,Chatbot,1,1.0,3026,USA,In Progress,malicious
2233,2025-09-27 13:23:00,Adversarial Example,Recommendation Engine,3,0.86,2745,China,In Progress,malicious
2234,2025-09-22 23:33:00,Data Poisoning,Fraud Detection,4,0.56,4173,India,In Progress,malicious
2235,2025-09-19 12:17:00,Adversarial Example,Image Classifier,4,0.76,2581,China,In Progress,malicious
2236,2025-09-28 17:52:00,Model Evasion,Fraud Detection,5,0.79,4203,USA,In Progress,malicious
2237,2025-09-16 09:40:00,Model Evasion,Fraud Detection,5,0.59,2811,Brazil,,malicious
2238,2025-09-23 03:36:00,Model Evasion,Chatbot,4,0.98,4090,Russia,Open,malicious
2239,2025-09-09 22:35:00,Model Evasion,Image Classifier,4,0.59,369,India,In Progress,malicious
2240,2025-09-02 03:02:00,Data Poisoning,Recommendation Engine,1,0.59,3743,China,Open,malicious
2241,2025-09-29 08:09:00,Prompt Injection,Image Classifier,3,0.96,2004,USA,Closed,malicious
2242,2025-09-12 14:45:00,Data Poisoning,Fraud Detection,1,0.73,1703,Russia,Open,malicious
2243,2025-09-29 07:20:00,Adversarial Example,Recommendation Engine,5,0.53,3324,China,Closed,benign
2244,2025-09-11 20:46:00,Data Poisoning,Image Classifier,2,0.8,440,Russia,,malicious
2245,2025-09-12 19:49:00,Data Poisoning,Fraud Detection,3,0.8,3257,USA,Open,malicious
2246,2025-09-21 10:02:00,Adversarial Example,Fraud Detection,2,0.53,2906,USA,Closed,malicious
2247,2025-09-03 23:03:00,Model Evasion,Chatbot,4,0.99,226,Brazil,Open,malicious
2248,2025-09-22 12:27:00,Model Evasion,Chatbot,5,0.77,2401,China,,benign
2249,2025-09-07 00:06:00,Model Evasion,Chatbot,3,0.78,4718,USA,Open,malicious
2250,,Prompt Injection,Fraud Detection,5,0.76,1024,USA,Closed,malicious
2251,2025-09-09 02:24:00,Adversarial Example,Image Classifier,2,0.81,3491,China,In Progress,malicious
2252,2025-09-25 19:37:00,Adversarial Example,Chatbot,3,0.63,4256,USA,In Progress,malicious
2253,2025-09-25 20:36:00,Data Poisoning,Image Classifier,5,0.64,870,China,In Progress,malicious
2254,2025-09-17 16:27:00,Prompt Injection,Chatbot,2,0.76,3199,China,,malicious
2255,2025-09-21 09:33:00,Model Evasion,Recommendation Engine,5,0.9,1745,India,In Progress,malicious
2256,2025-09-26 06:37:00,Prompt Injection,Recommendation Engine,1,0.52,443,USA,,malicious
2257,2025-09-15 07:29:00,Adversarial Example,Chatbot,1,0.8,4558,Brazil,In Progress,malicious
2258,2025-09-25 21:15:00,Adversarial Example,Fraud Detection,5,0.9,472,USA,,malicious
2259,2025-09-27 21:09:00,Data Poisoning,Chatbot,1,0.58,79,China,,malicious
2260,2025-09-14 08:50:00,Data Poisoning,Chatbot,99,0.51,239,USA,Open,malicious
2261,2025-09-15 16:52:00,Adversarial Example,Fraud Detection,5,0.66,4652,Germany,In Progress,malicious
2262,2025-09-09 00:35:00,Model Evasion,Recommendation Engine,1,0.79,589,Brazil,Open,malicious
2263,2025-09-16 04:34:00,Model Evasion,Image Classifier,3,0.57,1360,India,Closed,malicious
2264,2025-09-10 02:01:00,Prompt Injection,Chatbot,2,0.71,1884,China,In Progress,malicious
2265,2025-09-17 17:03:00,Adversarial Example,Fraud Detection,3,0.78,2316,China,In Progress,malicious
2266,2025-09-05 17:39:00,Adversarial Example,Chatbot,1,0.8,4430,India,In Progress,malicious
2267,2025-09-18 20:32:00,Model Evasion,Fraud Detection,2,0.64,311,Russia,In Progress,malicious
2268,2025-09-18 04:42:00,Model Evasion,Image Classifier,2,0.7,1076,Brazil,Open,malicious
2269,2025-09-08 16:06:00,Adversarial Example,Image Classifier,3,0.89,33,USA,Open,malicious
2270,2025-09-22 20:23:00,Data Poisoning,Recommendation Engine,5,0.97,1841,Brazil,,malicious
2271,2025-09-20 23:29:00,Adversarial Example,Fraud Detection,5,0.93,4481,USA,Open,malicious
2272,2025-09-17 01:50:00,Adversarial Example,Fraud Detection,4,0.78,248,USA,,malicious
2273,2025-09-02 21:11:00,Model Evasion,Recommendation Engine,3,0.71,1134,USA,Closed,malicious
2274,2025-09-04 08:53:00,Model Evasion,Recommendation Engine,5,0.67,4889,USA,Open,malicious
2275,2025-09-21 04:37:00,Data Poisoning,Fraud Detection,2,high,4947,India,,malicious
2276,2025-09-17 13:43:00,Data Poisoning,Recommendation Engine,4,0.55,375,Russia,In Progress,malicious
2277,2025-09-16 03:12:00,Prompt Injection,Image Classifier,99,0.84,723,India,Closed,malicious
2278,2025-09-29 02:43:00,Adversarial Example,Chatbot,2,0.63,1913,Germany,,benign
2279,2025-09-07 05:02:00,Model Evasion,Image Classifier,4,0.63,4297,China,Closed,malicious
2280,2025-09-02 05:22:00,Data Poisoning,Recommendation Engine,5,1.0,2492,Germany,In Progress,malicious
2281,2025-09-23 05:07:00,Prompt Injection,Fraud Detection,5,0.59,1942,USA,In Progress,malicious
2282,2025-09-12 00:10:00,Prompt Injection,Fraud Detection,4,0.57,4004,India,,malicious
2283,2025-09-09 09:52:00,Model Evasion,Image Classifier,2,0.55,2344,Germany,,malicious
2284,2025-09-17 16:58:00,Model Evasion,Fraud Detection,2,0.79,1331,Germany,In Progress,benign
2285,2025-09-28 00:10:00,Prompt Injection,Recommendation Engine,1,0.81,4588,China,,benign
2286,2025-09-01 08:01:00,Data Poisoning,Image Classifier,4,0.68,337,Russia,In Progress,malicious
2287,2025-09-23 20:41:00,Prompt Injection,Fraud Detection,1,0.77,1865,USA,Open,malicious
2288,2025-09-29 01:05:00,Adversarial Example,Chatbot,5,0.89,3137,USA,,benign
2289,2025-09-02 01:24:00,Adversarial Example,Chatbot,1,0.91,791,India,Closed,malicious
2290,2025-09-25 05:28:00,Model Evasion,Recommendation Engine,1,0.98,3611,China,In Progress,malicious
2291,2025-09-11 10:48:00,Data Poisoning,Fraud Detection,3,0.91,3700,Russia,Open,malicious
