Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
4/15/2012 8:00,13.5,8,69,11,24.1,100.84,Cloudy
10/19/2012 4:00,11.9,6.7,,13,25,100.96,Rain Showers
2/15/2012 18:00,1.5,0.2,91,7,9.7,101.85,Rain
11/14/2012 10:00,2.4,-4.3,,2,24.1,103.34,Clear
10/13/2012 15:00,9.4,-2.1,44,19,48.3,102.18,Mostly Cloudy
5/25/2012 21:00,22.1,18.5,,15,25,100.79,Mainly Clear
6/16/2012 21:00,20.8,12.3,58,0,25,101.6,Clear
1/29/2012 22:00,-2.3,-7,70,15,25,100.84,Mainly Clear
11/20/2012 18:00,2.4,-0.9,,6,19.3,101.82,Mostly Cloudy
9/11/2012 1:00,8.4,6.3,,9,25,101.58,Clear
8/12/2012 16:00,26.7,16.9,55,17,48.3,,Mainly Clear
4/10/2012 15:00,6.2,3.2,81,19,24.1,99.71,Rain Showers
6/27/2012 2:00,15.6,12.7,83,11,19.3,99.69,Rain
9/23/2012 15:00,15.1,4.6,49,24,48.3,101.04,Mainly Clear
10/12/2012 11:00,6.2,,50,22,24.1,101.76,Mostly Cloudy
5/3/2012 13:00,15.9,10.7,71,13,24.1,101.38,Cloudy
3/17/2012 4:00,0.3,0.1,99,0,0.2,102.15,Fog
5/3/2012 10:00,14.2,9.9,75,13,24.1,101.44,Cloudy
5/8/2012 5:00,13.7,10.3,80,19,24.1,100.53,Cloudy
9/11/2012 11:00,18.4,8.4,52,19,48.3,101.89,Mainly Clear
1/24/2012 3:00,5,3.6,91,19,9.7,100.19,Rain
1/10/2012 2:00,1.4,-2.5,75,19,6.4,100.23,Snow
11/23/2012 5:00,2.5,-2.4,70,11,25,100.69,Mostly Cloudy
6/5/2012 20:00,15.6,11.6,77,9,24.1,100.88,Rain Showers
6/22/2012 4:00,23,16.7,68,19,24.1,100.14,Mainly Clear
8/1/2012 19:00,26.3,19.2,65,13,24.1,100.46,Mostly Cloudy
1/2/2012 11:00,2.2,,,,24.1,99.19,Mostly Cloudy
1/10/2012 1:00,2.3,-3.4,66,35,25,100.28,Snow
1/17/2012 14:00,-4.3,-6.5,85,22,1.6,,Snow
10/4/2012 4:00,11.7,11.5,99,15,19.3,101.55,Cloudy
1/8/2012 1:00,-0.6,-4.6,74,32,25,100.8,Mostly Cloudy
1/21/2012 3:00,-15.9,-21.9,60,7,25,102.23,Cloudy
7/1/2012 4:00,20,12.3,61,6,24.1,,Mostly Cloudy
5/22/2012 10:00,19.2,16.9,,9,12.9,,Rain
8/7/2012 16:00,27.4,13.6,43,17,48.3,100.74,Mostly Cloudy
5/22/2012 3:00,18.2,15.8,86,0,16.1,100.95,Rain Showers
9/5/2012 21:00,24,18.1,70,9,25,100.58,Rain Showers
1/17/2012 22:00,-1.6,-3.2,89,17,3.2,98.47,Freezing Rain
12/18/2012 18:00,1.4,0.5,94,22,8,99.49,"Rain,Snow"
8/9/2012 6:00,20.9,17,78,15,24.1,,Cloudy
3/15/2012 7:00,-0.5,-1.9,90,13,16.1,102.4,Cloudy
8/15/2012 3:00,19.1,18,,9,25,100.58,Cloudy
8/4/2012 17:00,32.5,19.8,47,13,24.1,101.32,Clear
12/24/2012 0:00,-8.5,-10.7,,15,25,,Mostly Cloudy
9/20/2012 14:00,19.3,6.9,44,15,48.3,101.43,Mainly Clear
3/21/2012 12:00,22.3,12.6,54,15,24.1,,Clear
5/21/2012 1:00,19.3,11.2,59,9,25,101.63,Mainly Clear
6/23/2012 16:00,26.5,5.9,,22,48.3,100.84,Mostly Cloudy
5/18/2012 22:00,14.4,5,53,6,25,101.63,Mainly Clear
7/3/2012 9:00,21.9,11.1,50,9,48.3,100.94,Mainly Clear
2/18/2012 18:00,0.8,-6.9,56,15,25,100.88,Mostly Cloudy
10/31/2012 20:00,8.4,6.3,87,7,25,99.4,Mostly Cloudy
3/22/2012 9:00,17.3,10.4,64,22,24.1,101.53,Mainly Clear
12/8/2012 17:00,1.6,0.6,93,9,8,100.46,"Rain,Fog"
6/13/2012 9:00,17,11.7,,24,24.1,101.09,Mostly Cloudy
11/7/2012 8:00,-3.1,-6,,17,24.1,102,Mainly Clear
4/29/2012 21:00,5.4,-11,29,19,25,102.01,Mainly Clear
7/13/2012 17:00,31.4,13.8,34,20,48.3,101.36,Mainly Clear
2/15/2012 13:00,1.7,,87,6,9.7,101.67,Snow
12/16/2012 19:00,-5.1,,89,22,16.1,101.2,Snow
11/24/2012 21:00,-1.5,-7.8,62,28,25,99.96,Mostly Cloudy
5/11/2012 16:00,17.8,-2.1,26,26,48.3,100.78,Mainly Clear
3/29/2012 22:00,1.4,-7.4,52,17,25,101.14,Mostly Cloudy
8/9/2012 15:00,23.7,17,66,17,16.1,,Rain Showers
6/29/2012 3:00,19.5,16.1,81,7,9.7,,"Thunderstorms,Rain Showers,Fog"
9/4/2012 6:00,20.7,15.3,71,15,25,101.15,Cloudy
11/18/2012 1:00,-3.2,-6.9,76,0,25,103.59,Clear
1/28/2012 3:00,0.4,-3,,17,25,100.59,Mostly Cloudy
1/8/2012 19:00,-8,-13.9,62,15,25,102.26,Mostly Cloudy
4/27/2012 2:00,4.7,2.8,87,15,25,99.79,Rain
9/27/2012 14:00,14.9,4.4,49,4,48.3,101.95,Mainly Clear
12/6/2012 18:00,-2.7,-6.8,73,13,25,,Mostly Cloudy
9/10/2012 5:00,10.4,8.5,,17,25,101.05,Mainly Clear
6/9/2012 19:00,21.8,7.6,40,9,48.3,100.75,Mostly Cloudy
7/28/2012 16:00,25.8,11.9,42,17,48.3,101.1,Mostly Cloudy
12/20/2012 3:00,-0.5,-2.9,84,17,25,101.69,Cloudy
1/27/2012 2:00,-5.5,-8.2,81,26,3.2,,Snow
11/12/2012 7:00,-0.2,-1,94,11,16.1,101.9,Mainly Clear
7/6/2012 2:00,19.9,16.9,83,4,25,100.74,Clear
10/16/2012 13:00,8.2,1.2,61,24,24.1,100.38,Mostly Cloudy
4/27/2012 17:00,1.7,-6.3,55,33,24.1,101.09,Cloudy
12/29/2012 13:00,-10,-11.1,92,22,9.7,100.63,"Snow Showers,Fog"
1/9/2012 7:00,-6.8,-11,72,15,25,101.8,Mostly Cloudy
7/27/2012 16:00,25.6,16,55,6,24.1,100.63,Mostly Cloudy
4/9/2012 16:00,8.7,0.2,,17,24.1,99.19,Cloudy
11/21/2012 6:00,-1.6,-3.6,86,4,12.9,101.92,Mostly Cloudy
3/7/2012 23:00,4.8,-1.7,63,15,25,101.05,Cloudy
11/26/2012 22:00,-5.4,-9.6,72,0,25,101.9,Clear
12/28/2012 14:00,-6.5,-9.9,77,22,48.3,101.17,Mainly Clear
10/25/2012 12:00,11.3,1.4,,13,24.1,101.77,Cloudy
4/26/2012 7:00,5.5,0.9,,7,48.3,100.72,Mostly Cloudy
1/3/2012 2:00,-10.5,-15.8,65,22,12.9,100.53,Snow Showers
4/7/2012 22:00,6.2,-5.1,44,15,25,101.36,Mostly Cloudy
9/12/2012 11:00,23.9,13.3,51,20,48.3,101.98,Clear
2/29/2012 2:00,-9.7,-13.9,,4,25,102.46,Mainly Clear
4/25/2012 9:00,5.1,2.9,86,15,24.1,100.15,Rain
8/16/2012 4:00,16.7,15.2,91,6,25,100.79,Mainly Clear
9/1/2012 5:00,16,12.9,82,13,25,101.31,Mainly Clear
1/16/2012 2:00,-18.5,-23,68,6,25,103.08,Clear
2/26/2012 0:00,-8.3,-14.3,,19,25,100.89,Mostly Cloudy
9/29/2012 7:00,9.8,8.6,92,17,25,101.29,Cloudy
3/24/2012 22:00,6.6,-7.8,35,11,25,101.22,Cloudy
6/11/2012 12:00,27.3,17.5,55,7,24.1,,Mostly Cloudy
7/28/2012 2:00,20.8,11.9,57,13,25,101.06,Mostly Cloudy
10/23/2012 15:00,12.3,4.3,58,11,24.1,101.57,Mostly Cloudy
5/31/2012 12:00,16.8,8.6,,0,48.3,100.72,Mostly Cloudy
8/17/2012 11:00,23.5,17.8,70,11,24.1,100.1,Cloudy
9/22/2012 7:00,16.2,12.8,,33,24.1,,Mostly Cloudy
6/29/2012 12:00,27.3,18.5,59,32,24.1,99.47,Mostly Cloudy
9/18/2012 15:00,18.1,17,93,32,24.1,99.28,Rain
7/2/2012 1:00,17.3,12.6,,7,25,100.71,Mainly Clear
1/5/2012 5:00,-7,-9.5,,4,4,100.19,Snow
12/20/2012 5:00,-1.1,-3.9,81,13,25,101.78,Cloudy
5/21/2012 21:00,22.5,13.8,58,24,25,101.05,Mainly Clear
9/26/2012 7:00,14.9,10.4,74,19,24.1,100.87,Cloudy
12/19/2012 23:00,0.6,-0.9,90,13,25,101.5,Snow
6/27/2012 7:00,16.3,12.2,77,20,24.1,99.81,Rain
11/30/2012 2:00,-13.5,-16.9,76,6,25,102.72,Clear
5/18/2012 17:00,20.9,2.5,,17,48.3,101.59,Mostly Cloudy
1/5/2012 0:00,-8.8,-11.7,79,4,9.7,100.32,Snow
6/25/2012 7:00,17.2,13.8,80,15,24.1,100.18,Cloudy
12/5/2012 10:00,2.1,-1.8,75,28,19.3,101.09,"Rain Showers,Snow Showers"
9/2/2012 21:00,19.7,9.4,51,7,25,101.53,Mainly Clear
10/22/2012 21:00,8.4,5.2,80,9,25,101.29,Clear
12/2/2012 3:00,-3.5,-5.8,84,13,25,,Snow
9/10/2012 6:00,10.1,8.1,87,17,24.1,101.15,Mainly Clear
11/9/2012 12:00,3.4,-3.6,60,22,48.3,101.31,Mostly Cloudy
10/26/2012 11:00,18.1,12.7,71,4,16.1,101.51,Clear
11/3/2012 3:00,4.5,1.2,79,17,25,100.14,Cloudy
8/6/2012 22:00,20.1,15.6,75,13,25,101.04,Clear
11/25/2012 13:00,-2.1,-9.9,55,32,48.3,100.19,Cloudy
7/9/2012 17:00,24.2,5.3,29,11,48.3,100.98,Mainly Clear
5/11/2012 13:00,16.4,-1.3,30,20,48.3,100.7,Mainly Clear
12/27/2012 1:00,-9.4,-12.2,80,26,25,101.37,Cloudy
2/21/2012 22:00,-0.6,-4.5,75,6,25,100.35,Snow
11/29/2012 2:00,-6.3,-11.9,64,17,25,,Clear
5/11/2012 2:00,7.3,,77,17,25,100.22,Rain
8/2/2012 5:00,21.3,19.6,90,7,24.1,100.55,Clear
4/1/2012 19:00,2.6,0.2,84,0,25,100.14,Rain
5/3/2012 16:00,16.5,11.4,72,13,24.1,101.17,Cloudy
10/2/2012 3:00,12.1,11.8,98,7,19.3,100.82,Mainly Clear
12/16/2012 5:00,-10,-14.4,70,22,25,102,Cloudy
3/17/2012 15:00,10.2,4.4,67,6,24.1,102.07,Cloudy
12/4/2012 18:00,10.7,8.2,85,32,25,100.5,Cloudy
5/3/2012 17:00,16.4,11.4,72,6,24.1,101.22,Rain Showers
7/1/2012 17:00,25.3,14.5,51,11,48.3,100.52,Mainly Clear
1/20/2012 13:00,-15.8,-23.7,51,30,24.1,101.96,Clear
12/27/2012 13:00,-5.4,-6.7,91,48,0.6,100.36,"Snow,Blowing Snow"
2/10/2012 8:00,-0.9,-4.2,78,17,24.1,101.12,Mostly Cloudy
7/4/2012 13:00,27,20.1,66,24,19.3,100.07,Mostly Cloudy
2/29/2012 18:00,-4.7,-12.8,,28,24.1,101.54,Cloudy
11/22/2012 4:00,-0.9,-2.3,90,4,12.9,101.84,Clear
3/3/2012 20:00,3.2,-3.9,60,50,25,98.96,Mainly Clear
8/2/2012 0:00,23.9,,,7,25,100.51,Mostly Cloudy
7/26/2012 5:00,20,14.8,72,7,24.1,99.98,Cloudy
3/11/2012 8:00,0.1,-6.2,63,7,48.3,102,Clear
1/29/2012 21:00,-1.7,-8.4,,9,25,100.85,Mainly Clear
1/7/2012 6:00,-6.7,-9.5,,7,16.1,100.12,Cloudy
2/18/2012 9:00,-0.6,-5.4,70,24,48.3,100.85,Mainly Clear
5/8/2012 4:00,14.2,10.4,78,17,25,100.6,Rain
12/7/2012 14:00,3.9,-4.3,55,11,48.3,101.09,Cloudy
8/1/2012 12:00,25.2,18.6,67,13,24.1,,Mainly Clear
10/28/2012 15:00,13.1,6,62,20,24.1,101.06,Cloudy
12/12/2012 16:00,-2.8,-6.2,77,4,12.9,102.2,Mostly Cloudy
2/5/2012 19:00,-3.1,-8.6,,15,25,101.34,Cloudy
1/13/2012 12:00,-4.8,-7.5,81,24,2,98.07,Snow
11/9/2012 2:00,-4.3,-6.3,86,7,25,101.19,Clear
4/25/2012 7:00,5.5,0.6,71,19,19.3,100.01,Rain Showers
4/2/2012 18:00,6.9,-13.6,22,19,48.3,100.65,Clear
8/21/2012 8:00,19.3,11.8,62,7,48.3,,Mostly Cloudy
7/27/2012 9:00,21.1,14.5,66,7,24.1,100.51,Mostly Cloudy
11/30/2012 9:00,-11.9,-16,72,7,48.3,103.16,Mainly Clear
10/7/2012 6:00,5.9,3.7,86,11,24.1,,Mostly Cloudy
5/9/2012 6:00,13.7,12.2,91,13,2.4,100.08,"Drizzle,Fog"
7/12/2012 4:00,20.3,12.6,61,7,24.1,101.52,Mainly Clear
1/4/2012 9:00,-16.8,-22.5,61,9,24.1,101.68,Mostly Cloudy
9/23/2012 7:00,10.6,7.8,,20,24.1,100.82,Mainly Clear
12/3/2012 11:00,3.7,1.1,83,11,24.1,101.96,Cloudy
7/21/2012 9:00,22.3,14.5,61,7,48.3,101.44,Mainly Clear
7/11/2012 10:00,23.9,9.2,39,7,48.3,101.74,Mainly Clear
7/15/2012 11:00,29.3,20.2,58,15,48.3,101.14,Cloudy
9/10/2012 7:00,11.5,7.6,77,15,24.1,,Mainly Clear
2/2/2012 14:00,-6.7,-12,66,9,24.1,101.85,Mostly Cloudy
9/11/2012 17:00,21.4,9.4,,20,48.3,101.67,Mainly Clear
12/13/2012 19:00,1.7,-2.5,74,15,25,101.99,Mainly Clear
9/24/2012 17:00,15.3,5.2,51,28,48.3,101.06,Mainly Clear
7/24/2012 13:00,23.8,14.6,,30,24.1,100.04,Mainly Clear
3/1/2012 2:00,-5.4,-8.3,80,28,4.8,100.8,Snow
4/9/2012 11:00,7.4,2.8,,24,24.1,,Rain
5/27/2012 16:00,20.4,5.5,38,13,48.3,,Cloudy
8/3/2012 16:00,28.9,15.9,45,20,24.1,101.1,Mainly Clear
5/20/2012 9:00,22.2,9.6,45,11,48.3,101.93,Mostly Cloudy
9/11/2012 14:00,21,8.9,46,20,48.3,101.75,Mainly Clear
1/25/2012 0:00,0.5,-4.6,69,28,25,101.2,Cloudy
1/31/2012 20:00,-7.4,-10.7,77,20,1.6,101.09,Snow
3/2/2012 3:00,-5.5,-7.9,83,19,4.8,101.15,Snow
7/23/2012 11:00,27.8,20.7,65,15,48.3,100.64,Mainly Clear
4/27/2012 3:00,4.4,1.8,,22,25,99.87,Mostly Cloudy
1/27/2012 3:00,-5.3,-8.1,81,28,4,,Snow
3/1/2012 12:00,-4.3,-6.8,83,30,1.2,,Snow
12/31/2012 22:00,-0.2,-1.8,,28,9.7,,Snow
7/13/2012 2:00,22.4,14.6,,9,25,101.37,Mainly Clear
1/30/2012 18:00,-7.4,-15.6,52,15,25,101.94,Mainly Clear
1/12/2012 21:00,-4.7,-7.6,80,24,6.4,99.56,Snow
5/6/2012 17:00,16.6,-1.7,29,11,48.3,101.57,Mainly Clear
7/18/2012 17:00,23.5,,,15,48.3,100.78,Mainly Clear
2/12/2012 11:00,-16.1,-25.3,45,20,48.3,,Mainly Clear
3/5/2012 23:00,-12.6,-20.3,53,11,25,102.34,Clear
5/24/2012 14:00,27.6,17,52,13,48.3,101.33,Mainly Clear
10/23/2012 9:00,9.4,5,,9,24.1,101.75,Mostly Cloudy
10/9/2012 8:00,8.4,6,85,15,48.3,,Clear
5/19/2012 20:00,23.5,8,37,6,25,101.53,Mainly Clear
7/1/2012 0:00,22,15.7,67,0,25,100.1,Mostly Cloudy
9/22/2012 0:00,15.7,15.4,98,7,8,100.87,Fog
5/1/2012 4:00,8.4,3.7,72,17,25,101.15,Rain
10/13/2012 19:00,8.2,-1.1,52,15,25,101.92,Cloudy
11/15/2012 3:00,-2.9,-5.4,83,9,25,103.01,Mainly Clear
6/4/2012 3:00,11.5,7.5,76,24,25,100.32,Rain Showers
2/10/2012 13:00,1.3,-4.7,64,24,24.1,100.92,Cloudy
1/28/2012 13:00,0.9,-3.5,72,4,48.3,,Cloudy
9/27/2012 9:00,10.9,5.1,67,9,48.3,102.03,Mainly Clear
3/28/2012 5:00,-1,-3.9,81,19,25,100.68,Cloudy
3/12/2012 5:00,2.3,-1.9,74,9,25,101.82,Clear
7/8/2012 17:00,24.2,7.8,35,26,48.3,100.7,Mainly Clear
10/5/2012 21:00,17.8,,77,22,25,100.56,Cloudy
9/21/2012 23:00,15.7,15.6,99,13,6.4,100.93,Fog
7/12/2012 6:00,20.2,12.2,60,17,48.3,101.57,Mainly Clear
2/27/2012 15:00,-5.1,-9.4,,20,1.6,101.19,Snow
4/12/2012 18:00,11.3,-2.2,39,17,48.3,101.33,Mainly Clear
6/15/2012 22:00,21.3,8.6,,13,25,102.06,Mainly Clear
11/14/2012 21:00,1.8,-6.1,56,7,25,103.16,Clear
10/15/2012 14:00,17.8,9.3,57,30,48.3,,Mostly Cloudy
11/29/2012 0:00,-3.9,-8.6,70,28,25,,Clear
2/27/2012 12:00,-6.3,-12.8,60,15,48.3,101.59,Mostly Cloudy
1/23/2012 9:00,-4.9,,72,11,48.3,101.59,Mostly Cloudy
11/11/2012 11:00,2.9,-0.2,80,22,24.1,,Rain Showers
4/15/2012 16:00,17.5,10.9,65,22,48.3,100.69,Cloudy
5/14/2012 0:00,11.8,6.8,71,6,25,101.53,Clear
11/25/2012 6:00,-4.3,-9.7,66,28,25,100.26,Mainly Clear
5/1/2012 1:00,10.8,-1,44,19,25,101.22,Rain Showers
8/10/2012 1:00,19.3,16.8,,19,25,100.68,Cloudy
8/28/2012 20:00,16.9,,52,15,25,100.97,Mainly Clear
5/23/2012 1:00,12.2,10.2,88,4,25,100.82,Mainly Clear
11/21/2012 16:00,5.5,-1.5,61,7,24.1,101.86,Mainly Clear
6/5/2012 13:00,21.3,3.8,32,15,48.3,100.93,Mainly Clear
3/10/2012 15:00,-2.7,-10.2,56,11,48.3,102.75,Mostly Cloudy
10/5/2012 0:00,15.8,12.7,82,11,12.9,,Mainly Clear
4/6/2012 20:00,6.7,-10.6,28,11,25,101.24,Mostly Cloudy
7/4/2012 16:00,26.7,20.1,67,15,24.1,99.84,Thunderstorms
7/4/2012 14:00,27.5,19.9,,24,19.3,100.04,Mostly Cloudy
10/5/2012 14:00,20.2,15.6,75,19,24.1,100.6,Mostly Cloudy
10/22/2012 13:00,14.2,6.2,59,24,48.3,,Mainly Clear
1/6/2012 22:00,-9.3,-12.2,79,11,19.3,100.16,Cloudy
6/10/2012 8:00,20.2,9.5,,6,48.3,101.45,Mainly Clear
5/25/2012 12:00,25.9,16.8,57,20,24.1,101.07,Mostly Cloudy
11/25/2012 0:00,-2.6,-9,61,30,25,100.04,Mostly Cloudy
6/3/2012 16:00,18.3,10.3,60,33,48.3,100.01,Mostly Cloudy
2/29/2012 7:00,-11.7,-14.6,,9,24.1,102.4,Mainly Clear
11/4/2012 20:00,2.2,-5.2,58,13,25,101.28,Cloudy
5/4/2012 18:00,17.4,13,,4,24.1,100.79,Mostly Cloudy
1/1/2012 13:00,0.2,-1.7,87,13,4.8,,Fog
2/29/2012 23:00,-5.1,-11.2,,30,8,101.01,Snow
1/2/2012 15:00,0,-7,59,,24.1,99.41,Mostly Cloudy
4/2/2012 3:00,-1.4,-2.8,90,0,8,100.33,Fog
3/22/2012 15:00,21.4,12.8,,6,24.1,101.38,Cloudy
3/11/2012 1:00,-3.2,-6.9,76,7,25,102.28,Mainly Clear
2/12/2012 21:00,-10.8,-18.8,52,24,25,100.55,Cloudy
3/17/2012 7:00,0.5,0.4,,0,0.2,102.34,Fog
1/21/2012 21:00,-16,-20.8,66,9,25,,Clear
10/15/2012 17:00,14.7,8.2,65,33,24.1,99.69,Mostly Cloudy
3/8/2012 13:00,11.5,5.2,65,20,24.1,99.99,Cloudy
2/16/2012 3:00,0.7,,90,6,25,,Cloudy
12/13/2012 6:00,-6.4,-7.5,,4,9.7,102.66,Fog
5/28/2012 19:00,15.9,6.9,55,22,48.3,100.77,Mostly Cloudy
11/25/2012 7:00,-4.8,-9.5,70,26,25,100.27,Mainly Clear
12/24/2012 19:00,-9.7,-13.1,,7,25,101.43,Mainly Clear
5/13/2012 15:00,20,5.8,39,11,48.3,101.53,Mostly Cloudy
1/21/2012 4:00,-15.3,-21.8,58,7,25,102.18,Cloudy
7/17/2012 18:00,26,,71,19,24.1,99.84,Mostly Cloudy
8/8/2012 8:00,21.1,17.5,80,0,48.3,101.12,Mostly Cloudy
5/18/2012 21:00,14.4,5.3,,6,25,101.62,Clear
1/3/2012 17:00,-15.8,-23.2,53,22,24.1,101.58,Mainly Clear
9/17/2012 17:00,24.4,12.2,46,13,24.1,100.87,Clear
4/15/2012 3:00,11.3,2.3,54,15,25,100.7,Clear
1/13/2012 17:00,-2.9,-4.8,87,15,1.6,98.23,Snow
5/9/2012 16:00,19.2,10.4,57,13,24.1,99.72,Cloudy
9/25/2012 0:00,11.9,6,67,17,25,101.02,Mostly Cloudy
11/29/2012 22:00,-7.3,-14,59,17,25,102.29,Mostly Cloudy
7/13/2012 10:00,27.2,17.2,,15,48.3,101.59,Mostly Cloudy
9/1/2012 6:00,16.2,12.5,79,13,48.3,101.41,Mainly Clear
1/18/2012 15:00,-10.4,-18,54,30,48.3,101.32,Mainly Clear
3/10/2012 23:00,-1.7,-7.1,67,7,25,102.45,Cloudy
6/27/2012 17:00,19.9,14.3,70,20,24.1,100.05,Mostly Cloudy
7/8/2012 18:00,23.6,8.3,38,20,48.3,100.69,Mainly Clear
6/30/2012 23:00,22.3,15.6,,4,25,100.07,Mostly Cloudy
2/4/2012 3:00,-4.9,-10.5,65,15,25,102.11,Mostly Cloudy
12/27/2012 3:00,-8.1,-10.2,85,37,2.4,101.21,Snow
1/12/2012 10:00,-6.2,-9.6,,35,4.8,100.46,Snow
8/21/2012 12:00,23.7,10.4,43,17,48.3,,Mainly Clear
6/9/2012 21:00,19.4,6.8,44,6,25,100.87,Mainly Clear
10/21/2012 17:00,11.8,5.7,66,28,25,100.51,Cloudy
3/31/2012 6:00,-0.5,-9.2,52,15,48.3,101.32,Cloudy
2/17/2012 20:00,1.8,-3.4,,24,25,100.68,Mostly Cloudy
9/17/2012 22:00,18.8,15.1,79,6,25,100.83,Mainly Clear
12/6/2012 21:00,-1.7,-7,67,11,25,101.88,Cloudy
4/22/2012 14:00,5.9,-0.1,,22,48.3,,Cloudy
10/19/2012 13:00,13.1,11.9,92,17,12.9,100.64,Rain
10/14/2012 8:00,6.2,5.4,95,7,4.8,101.13,Fog
5/29/2012 0:00,12.7,7.2,69,15,25,100.44,Mostly Cloudy
7/16/2012 14:00,28.1,20.7,,13,24.1,100.43,Cloudy
10/3/2012 18:00,18.9,13.9,73,11,25,101.47,Cloudy
4/27/2012 8:00,2.3,-2.7,69,26,24.1,100.33,Snow
2/17/2012 6:00,3,0.9,86,30,16.1,100.54,Cloudy
9/4/2012 3:00,20.9,15.3,70,7,25,101.14,Mostly Cloudy
3/6/2012 5:00,-14.6,-21,58,13,25,102.85,Clear
6/7/2012 1:00,13.3,9.2,76,7,25,101.06,Mainly Clear
6/30/2012 16:00,29,,38,26,48.3,99.65,Mostly Cloudy
3/3/2012 21:00,2.9,-3.6,62,46,25,,Snow
11/15/2012 1:00,-2,-5.1,79,9,25,103.06,Mainly Clear
9/2/2012 7:00,15.5,11.6,78,4,48.3,,Mainly Clear
6/15/2012 17:00,24.8,5.3,28,11,48.3,,Cloudy
5/9/2012 9:00,14,12.3,89,9,4,,"Drizzle,Fog"
3/6/2012 22:00,-5,-15.1,,9,25,102.59,Mostly Cloudy
7/12/2012 14:00,30.8,13.5,35,24,48.3,101.44,Mostly Cloudy
7/4/2012 17:00,21.6,20,91,11,24.1,100.02,"Thunderstorms,Rain Showers"
11/17/2012 9:00,-2.1,-8.9,,15,24.1,103.51,Mainly Clear
11/21/2012 10:00,5.2,-1.5,,4,19.3,101.98,Mainly Clear
7/10/2012 0:00,18.2,11.2,,7,25,101.04,Clear
6/12/2012 19:00,17.9,16.1,89,20,11.3,100.52,Rain
11/28/2012 7:00,-3.1,-5.3,85,9,24.1,101.86,Cloudy
12/26/2012 19:00,-9.6,-13.1,76,39,25,,Cloudy
8/9/2012 5:00,21.1,16.9,,13,24.1,100.93,Cloudy
8/16/2012 23:00,22.3,17.6,75,9,25,100.48,Mainly Clear
9/24/2012 23:00,12.1,5.6,64,20,25,101.04,Mainly Clear
5/23/2012 6:00,13.5,10.5,82,7,24.1,101.03,Cloudy
12/1/2012 23:00,-4.7,-8,78,19,16.1,102.28,Cloudy
11/30/2012 4:00,-12.4,-17,,4,25,102.82,Clear
1/7/2012 3:00,-7.8,-10.8,79,4,19.3,100.12,Cloudy
1/2/2012 2:00,3.9,-0.9,71,32,,99.26,Mostly Cloudy
2/25/2012 5:00,0.6,-1.1,88,22,12.9,97.99,Snow
7/6/2012 0:00,20.5,17.2,81,7,25,100.73,Mainly Clear
1/1/2012 0:00,-1.8,-3.9,86,4,8,101.24,Fog
4/2/2012 9:00,3.4,-7.3,45,22,48.3,100.72,Clear
3/1/2012 13:00,-4.3,-6.9,82,28,1.2,100.65,Snow
5/16/2012 4:00,12.9,11,88,6,19.3,100.59,Mainly Clear
6/16/2012 18:00,26.2,12.1,,6,48.3,101.71,Mainly Clear
11/2/2012 20:00,5.8,3.7,,17,25,99.94,Rain Showers
10/7/2012 22:00,7.5,0.4,61,0,25,101.38,Cloudy
3/8/2012 8:00,6.7,,63,19,48.3,100.39,Cloudy
11/27/2012 23:00,-3.8,-6.5,81,7,25,102.07,Mostly Cloudy
7/22/2012 11:00,26.8,18.6,61,24,48.3,101.16,Mainly Clear
12/20/2012 22:00,1.1,-2.4,77,20,25,100.88,Cloudy
1/15/2012 23:00,-16.9,-21.4,68,15,25,103.09,Clear
2/21/2012 14:00,1.9,-6.2,55,22,48.3,100.95,Mostly Cloudy
11/30/2012 5:00,-13.6,-17,,6,25,102.9,Clear
2/10/2012 18:00,0.4,-4.8,68,17,25,100.92,Cloudy
1/6/2012 7:00,-14.4,-16.3,,22,2.4,100.52,Snow
1/15/2012 3:00,-20.7,-26.1,62,4,25,102.04,Cloudy
10/17/2012 16:00,12.5,3.5,54,4,48.3,100.87,Mostly Cloudy
4/2/2012 15:00,7.9,-10,27,19,48.3,100.6,Clear
6/8/2012 5:00,14.4,11.2,,7,48.3,100.58,Mainly Clear
1/28/2012 15:00,1.2,,70,15,48.3,100.28,Cloudy
9/9/2012 13:00,17.3,8.6,57,11,48.3,100.68,Mainly Clear
1/20/2012 5:00,-6.3,-12.2,63,33,25,100.98,Snow
2/12/2012 4:00,-16.6,-23.8,54,11,25,100.6,Cloudy
5/3/2012 6:00,11.4,8.5,82,13,24.1,101.31,Cloudy
5/28/2012 16:00,17.3,6.4,49,22,24.1,100.88,Cloudy
9/3/2012 20:00,25,12.6,46,9,25,101.21,Mostly Cloudy
5/31/2012 7:00,13.1,8.9,76,15,24.1,,Rain Showers
8/11/2012 13:00,26.9,20,66,15,24.1,100.51,Cloudy
3/19/2012 20:00,10.6,5.4,70,13,25,,Mainly Clear
3/2/2012 0:00,-4.8,-7.3,83,22,3.2,101.04,Snow
7/28/2012 0:00,22.8,16.8,,9,25,100.95,Mostly Cloudy
8/28/2012 16:00,22.4,8.7,42,24,48.3,100.71,Mainly Clear
5/7/2012 3:00,4.6,-0.4,70,4,25,,Clear
7/15/2012 14:00,30.2,20.3,55,17,24.1,100.92,Cloudy
